DEPT,AHT10,AHT20,AHT30,AHT60,AHT90,AHTCO60,AHTCO90,DPHZ,DSOZ,DT,GR,HAZI,HCAL,HDRA,HMIN,HMNO,HTEM,ITT,NPOR,PEFZ,RSOZ,RXOZ,SDEV,SP,SPHI,RHOZ,TOP
3142.5,13.6439,14.0708,13.816,13.8361,14.7092,72.2745,67.9845,0.082,0.2799,87.2716,43.8735,217.7849,6.4571,-0.0012,8.3529,7.8622,86.8063,0.149,0.2565,5.0951,0.0379,13.8628,1.3504,-3.9375,0.2172,2.5147,MATANUSKA
3142,13.5942,13.9384,14.0698,13.9315,14.9636,71.7798,66.829,0.0911,0.2243,88.1258,37.0174,218.1131,6.4113,0.0014,12.1783,10.9911,86.8063,0.149,0.2867,5.1811,0.0717,12.8428,1.345,-2.5625,0.2231,2.4997,MATANUSKA
3141.5,13.3684,13.916,14.0101,13.9286,15.0488,71.7945,66.4507,0.0862,0.2018,87.0089,34.1194,218.1523,6.4571,0.0024,8.131,7.8882,86.8063,0.149,0.3059,5.0721,0.0547,14.4067,1.3439,-4,0.2153,2.5078,MATANUSKA
3141,13.3115,13.8657,14.0837,13.9755,15.1609,71.5536,65.9593,0.0656,0.216,84.1009,33.9124,218.1884,6.4571,0.0033,12.209,11.064,86.8063,0.1491,0.2669,4.8387,0.0334,16.2488,1.3413,-3.5,0.1951,2.5417,MATANUSKA
3140.5,14.2952,14.8535,15.0275,14.9997,16.2318,66.6678,61.6075,0.0423,0.2611,81.7832,35.8037,218.198,6.48,0.0032,14.5541,13.5838,86.8063,0.1491,0.236,4.6728,0.0458,17.8244,1.3373,-2.75,0.1791,2.5801,MATANUSKA
3140,15.3883,16.1149,16.4826,16.2875,17.7882,61.3969,56.2172,0.0237,0.2955,79.6587,38.2878,218.2702,6.5945,0.0033,10.7122,10.7265,86.8063,0.1492,0.2836,4.7108,0.0473,18.6115,1.3394,-2.8125,0.1643,2.6108,MATANUSKA
3139.5,15.1962,15.3402,15.7178,15.7299,17.0218,63.5731,58.7481,0.0335,0.2834,80.6157,34.6727,218.095,6.5029,-0.0003,11.0596,10.1384,86.8063,0.1492,0.2779,4.8763,0.0498,14.9683,1.3299,-1.6875,0.1709,2.5947,MATANUSKA
3139,14.3909,14.6294,15.0057,15.1999,16.261,65.79,61.4967,0.0512,0.2373,80.1966,35.9225,218.0789,6.3998,-0.003,11.1035,9.8351,86.8063,0.1492,0.252,5.0793,0,17.0797,1.3142,-2.0625,0.168,2.5655,MATANUSKA
3138.5,16.8962,17.231,17.6466,17.6993,18.9006,56.4994,52.9085,0.0614,0.1792,79.5915,35.9111,217.9595,6.3884,-0.003,19.974,17.6548,86.8063,0.1493,0.195,5.0618,0,20.3803,1.319,-2.5,0.1638,2.5486,MATANUSKA
3138,20.2704,20.7616,21.0533,20.8685,21.7182,47.9192,46.0443,0.065,0.1321,78.6167,39.2361,218.1522,6.3884,-0.0008,19.6043,17.327,86.8063,0.1493,0.2069,4.9386,0,24.4837,1.3098,-3.1875,0.1571,2.5428,MATANUSKA
3137.5,22.9348,23.4937,24.2109,23.8204,24.5362,41.9808,40.7561,0.0669,0.0767,77.1452,37.5135,218.2146,6.3884,0.0003,18.834,16.644,86.8063,0.1494,0.2296,4.7519,0,21.6753,1.3158,-2.5,0.1468,2.5397,MATANUSKA
3137,21.8841,22.3155,23.1839,22.2566,22.1187,44.9304,45.2105,0.0719,0.0501,78.24,40.2159,218.2999,6.4342,0.0007,13.1648,11.7879,86.8063,0.1494,0.2512,4.6595,0,18.8483,1.3103,-1.75,0.1544,2.5313,MATANUSKA
3136.5,21.2545,21.332,21.8221,21.2967,21.312,46.9556,46.9218,0.0726,0.0255,78.0498,39.4584,217.7946,6.4113,-0.0007,12.8553,11.6003,86.8063,0.1494,0.2304,4.6312,0,18.9697,1.3172,-1.9375,0.1531,2.5302,MATANUSKA
3136,19.8209,19.9827,20.1336,19.7963,19.5132,50.5146,51.2474,0.0646,0.0395,76.8414,43.0203,217.7415,6.4113,-0.0024,20.4623,18.0879,86.8063,0.1495,0.2063,4.6309,0,23.8693,1.302,0.625,0.1447,2.5435,MATANUSKA
3135.5,21.396,21.6188,21.5888,21.2749,20.9873,47.0037,47.6479,0.0499,0.025,74.5142,40.5247,217.8398,6.3884,-0.0035,26.5899,23.5228,86.8063,0.1495,0.1993,4.6906,0,35.1213,1.3064,-2.125,0.1286,2.5676,MATANUSKA
3135,24.4937,24.4867,24.7131,23.3053,22.8374,42.9086,43.7877,0.0395,0.0193,69.332,41.9922,217.7498,6.3426,-0.0046,53.394,47.343,86.8063,0.1496,0.1797,4.7139,0,58.7067,1.2915,-0.5,0.0926,2.5848,MATANUSKA
3134.5,30.1526,29.6285,30.1163,27.4323,26.0189,36.4534,38.4336,0.0391,0.0217,66.8474,39.9341,217.9953,6.2968,-0.0049,65.6085,58.218,86.8063,0.1496,0.1866,4.6352,0,51.6068,1.2924,-1.375,0.0753,2.5856,MATANUSKA
3134,32.0476,31.4804,29.7433,27.9203,26.8137,35.8163,37.2943,0.0474,0.0258,67.2261,42.6724,218.0526,6.3197,-0.0051,23.7929,21.042,86.8063,0.1496,0.2169,4.4086,0,35.0547,1.2974,-0.6875,0.078,2.5718,MATANUSKA
3133.5,28.353,27.4049,27.1911,24.9222,24.4286,40.1248,40.9356,0.0547,0.0213,69.862,38.7334,217.9014,6.3655,-0.0045,20.3923,18.0258,86.8063,0.1497,0.2114,4.1557,0,25.1498,1.3054,0,0.0963,2.5598,MATANUSKA
3133,25.5437,25.5208,24.3474,22.859,22.4096,43.7464,44.6237,0.0564,0.0131,74.231,41.4851,217.6777,6.4113,-0.0032,19.6708,17.3858,86.8063,0.1497,0.2071,4.0188,0,24.9933,1.2993,-0.8125,0.1266,2.5569,MATANUSKA
3132.5,23.1205,24.3837,23.3615,22.0554,21.6884,45.3404,46.1076,0.0576,0.014,76.3791,36.8954,217.4499,6.3884,-0.0031,19.6996,17.4114,86.8063,0.1497,0.2336,4.0914,0,24.7438,1.295,-2.875,0.1415,2.555,MATANUSKA
3132,22.172,23.0908,22.2647,21.3142,21.0578,46.917,47.4884,0.0561,0.0313,77.8101,37.0358,217.4951,6.3769,-0.0057,19.9964,17.6747,86.8063,0.1498,0.219,4.2902,0,24.9027,1.2944,-2.125,0.1515,2.5574,MATANUSKA
3131.5,21.6465,22.3027,21.4166,20.7539,20.5955,48.1837,48.5543,0.0553,0.0277,79.8833,34.0889,216.956,6.3884,-0.0081,19.7988,17.4994,86.8063,0.1498,0.2347,4.4132,0,24.9917,1.289,-4.9375,0.1659,2.5588,MATANUSKA
3131,21.3999,21.2025,20.6303,20.0946,20.1198,49.7647,49.7023,0.0561,0.03,82.8571,34.8797,217.5346,6.3769,-0.0062,19.5815,17.4993,86.8063,0.1499,0.2179,4.3596,0,25.6283,1.2842,-4.625,0.1865,2.5575,MATANUSKA
3130.5,20.5371,19.9378,19.7126,19.4825,19.6136,51.3282,50.985,0.0621,0.0127,85.6843,37.0163,217.4266,6.3884,-0.0037,19.8466,17.7803,86.8063,0.1499,0.2271,4.1679,0,24.0317,1.2951,-7.9375,0.2061,2.5476,MATANUSKA
3130,20.0046,18.8353,19.062,18.9154,19.524,52.8669,51.2191,0.0624,0.0073,87.2721,35.4713,217.5954,6.48,-0.0004,17.3674,15.3462,86.8063,0.1499,0.2615,4.009,0,22.7676,1.2948,-8.5,0.2172,2.547,MATANUSKA
3129.5,18.9596,17.809,18.2638,18.1404,18.8297,55.1256,53.1075,0.0688,0.0339,87.3432,35.7155,217.344,6.4571,-0.0039,17.15,15.1537,86.8063,0.15,0.2403,3.9433,0,21.0019,1.2948,-10.375,0.2177,2.5364,MATANUSKA
3129,18.6849,17.5955,18.156,18.1324,18.8031,55.15,53.1828,0.0736,0.0697,85.1414,39.0165,216.9329,6.4342,-0.0035,16.6554,14.716,86.8063,0.15,0.2383,3.9776,0,21.0054,1.2927,-8,0.2024,2.5285,MATANUSKA
3128.5,19.7505,18.3169,18.753,18.6759,19.0969,53.5451,52.3646,0.0821,0.1034,82.8033,40.5615,216.8854,6.4113,-0.0058,16.1689,14.2855,86.8063,0.1501,0.2309,3.9851,0,20.1035,1.2931,-6.375,0.1861,2.5145,MATANUSKA
3128,19.6429,18.1023,18.9364,18.8609,19.1416,53.0197,52.2423,0.0832,0.0916,81.1861,41.0266,216.8834,6.4113,-0.0058,15.4192,13.6221,86.8063,0.1501,0.2462,3.9493,0,19.9323,1.2805,-6.625,0.1749,2.5127,MATANUSKA
3127.5,18.8155,18.1762,18.7144,18.7558,18.7269,53.3169,53.3991,0.0741,0.0558,79.9827,36.2766,217.2399,6.4113,-0.0053,16.149,14.268,86.8063,0.1501,0.2313,3.8089,0,20.2098,1.2843,-5.9375,0.1665,2.5278,MATANUSKA
3127,18.8366,19.1033,19.511,19.5853,19.3673,51.0587,51.6335,0.0671,0.0221,79.3151,36.8593,217.1752,6.4113,-0.0031,16.9329,14.9617,86.8063,0.1502,0.2261,3.7458,0,21.4175,1.2788,-4.6875,0.1619,2.5393,MATANUSKA
3126.5,20.2252,19.5054,20.2978,20.4833,19.8685,48.8203,50.3309,0.0638,0.0114,78.8528,38.2572,217.1231,6.4227,-0.0022,17.5485,15.5064,86.8063,0.1502,0.2307,3.7574,0,22.1112,1.2864,-3.875,0.1587,2.5448,MATANUSKA
3126,21.455,20.5214,21.0283,21.2493,20.6607,47.0605,48.4012,0.0718,0.0366,78.3484,40.1702,217.1549,6.4113,-0.0047,18.3241,16.1928,86.8063,0.1503,0.2343,3.8734,0,22.7645,1.2849,-1.5,0.1552,2.5315,MATANUSKA
3125.5,22.1731,20.8129,21.6072,21.8925,21.308,45.6778,46.9308,0.067,0.0427,78.0172,38.5525,216.6704,6.4113,-0.0032,18.0295,15.932,86.8063,0.1503,0.2164,3.9488,0,22.3015,1.283,-3.9375,0.1529,2.5394,MATANUSKA
3125,22.516,21.1846,22.1713,22.5209,21.9051,44.4032,45.6515,0.0588,0.0361,77.1054,37.8638,216.1134,6.4113,-0.0013,17.2022,15.1999,86.8063,0.1503,0.2137,3.9993,0,22.6329,1.2779,-3.125,0.1466,2.553,MATANUSKA
3124.5,22.9188,21.5368,22.6876,23.094,22.3585,43.3012,44.7256,0.0488,0.0109,76.5511,39.5352,216.6269,6.4686,0.0009,18.3667,16.2304,86.8063,0.1504,0.2149,3.9709,0,22.8496,1.267,-4,0.1427,2.5695,MATANUSKA
3124,23.2812,22.006,23.1814,23.6032,22.5231,42.3672,44.3989,0.0504,0.0073,75.6009,41.179,216.6243,6.4571,0.0001,18.9274,16.7266,86.8063,0.1504,0.2116,3.8995,0,23.462,1.2695,-4.125,0.1361,2.5669,MATANUSKA
3123.5,23.8001,22.0647,23.1756,23.4808,22.3733,42.5879,44.6961,0.06,0.0205,74.8911,42.1393,216.42,6.4571,-0.0027,18.0044,15.9098,86.8063,0.1505,0.2133,3.8277,0,22.169,1.271,-3.1875,0.1312,2.551,MATANUSKA
3123,23.9266,22.0889,22.7103,23.2578,21.5255,42.9963,46.4564,0.0719,0.0516,74.1586,40.1984,216.6863,6.4571,0.0011,16.6696,14.7286,86.8063,0.1505,0.2092,3.7996,0,21.8501,1.2728,-3.625,0.1261,2.5313,MATANUSKA
3122.5,23.6272,22.0818,22.0949,22.811,20.8726,43.8385,47.9097,0.0835,0.0966,74.2166,40.1862,215.9186,6.4456,0.0024,17.6507,15.5968,86.8063,0.1505,0.2236,3.8441,0,21.32,1.2777,-3.5625,0.1265,2.5122,MATANUSKA
3122,23.2846,22.2098,21.0497,21.1583,20.5349,47.2628,48.6975,0.0676,0.1547,75.4239,38.8796,216.1289,6.4342,0.0103,16.9702,14.9946,86.8063,0.1506,0.2177,3.9678,0,21.9451,1.267,-4.9375,0.1349,2.5384,MATANUSKA
3121.5,20.9251,23.1222,20.9081,20.9282,20.3009,47.7823,49.2589,0.0445,0.2268,79.1451,40.8041,215.8614,6.3769,0.0187,17.4641,15.4317,86.8063,0.1506,0.2133,4.1986,0,19.268,1.2646,-4.6875,0.1607,2.5766,MATANUSKA
3121,16.4813,17.8753,17.4772,17.5414,18.1198,57.0079,55.1881,0.0476,0.2674,84.7932,43.9334,215.7766,6.3655,0.0146,9.5526,8.7578,86.8063,0.1506,0.2841,4.5122,0.0147,12.4739,1.2662,-5.25,0.2,2.5715,MATANUSKA
3120.5,10.4804,10.5729,10.6239,10.3963,10.8148,96.1879,92.4657,0.0748,0.2622,90.1659,49.9538,215.8278,6.5144,0.0064,6.0606,5.5067,86.8063,0.1507,0.3839,4.7221,0.0327,9.824,1.2581,-5.1875,0.2373,2.5266,MATANUSKA
3120,7.1391,7.1115,6.944,7.1084,7.2107,140.6795,138.6837,0.099,0.2356,94.866,52.3889,215.5957,6.5029,-0.005,7.8957,6.9757,86.8063,0.1507,0.3484,4.7802,0,8.9556,1.2604,-3.8125,0.2699,2.4866,MATANUSKA
3119.5,6.6905,6.3532,6.0968,6.1309,6.1144,163.1095,163.5475,0.1045,0.2301,100.0422,55.156,216.0506,6.5029,-0.0054,7.6247,6.7368,86.8063,0.1508,0.3071,4.7893,0,9.9374,1.2592,-3.8125,0.3058,2.4775,MATANUSKA
3119,7.1593,7.1184,7.0194,7.3015,7.3652,136.9587,135.7737,0.1045,0.2347,101.2812,55.1388,215.7565,6.5029,-0.0049,9.6367,8.5475,86.8063,0.1508,0.3669,4.8539,0.0193,11.5785,1.2643,-3.9375,0.3145,2.4775,MATANUSKA
3118.5,7.545,7.7846,7.5322,7.568,7.5962,132.1361,131.6456,0.1101,0.2217,102.7205,54.8314,216.0014,6.6174,-0.0067,9.4723,8.8929,86.8063,0.1509,0.383,4.9137,0.0517,11.8837,1.2579,-4.8125,0.3244,2.4683,MATANUSKA
3118,7.3404,7.4851,7.4292,7.7058,7.7321,129.7731,129.3306,0.1071,0.1982,103.4375,59.3233,215.7935,6.6174,-0.0052,7.7924,7.0323,86.8063,0.1509,0.3657,4.8276,0.0533,10.7261,1.2562,-5.0625,0.3294,2.4732,MATANUSKA
3117.5,7.3908,7.4771,7.3727,7.7155,7.7411,129.61,129.1803,0.1072,0.1829,104.6378,60.3583,215.4384,6.732,-0.006,7.6127,6.7263,86.8063,0.151,0.3288,4.6268,0,9.2408,1.2585,-5.625,0.3378,2.4731,MATANUSKA
3117,7.2398,7.3788,7.3971,7.6742,7.7148,130.3065,129.6207,0.1027,0.1882,104.1376,60.0447,215.4409,6.6633,-0.0058,7.7891,6.8817,86.8063,0.151,0.3347,4.449,0,9.3187,1.2532,-5.5,0.3343,2.4805,MATANUSKA
3116.5,7.2844,7.382,7.3515,7.7707,7.7704,128.6893,128.693,0.0978,0.1556,102.847,53.6615,215.7966,6.5716,-0.0053,8.0542,7.1155,86.8063,0.1511,0.341,4.4823,0,8.9064,1.2531,-4.8125,0.3253,2.4886,MATANUSKA
3116,7.6335,7.6632,7.6135,7.9054,8.085,126.4958,123.6852,0.0877,0.0954,103.9791,52.4073,215.4911,6.5945,-0.003,6.2519,5.5266,86.8063,0.1512,0.3573,4.6032,0,8.8214,1.2606,-4.5,0.3332,2.5053,MATANUSKA
3115.5,7.7736,7.8342,7.832,8.0762,8.2664,123.82,120.9718,0.0808,0.0265,100.9161,55.3053,215.5388,6.5258,-0.0025,6.8594,6.0622,86.8063,0.1512,0.3473,4.6698,0,8.0984,1.2553,-2.75,0.3119,2.5166,MATANUSKA
3115,7.9227,8.006,8.034,8.3274,8.5514,120.0856,116.94,0.0699,0.0103,99.825,58.3626,215.623,6.4571,0.0004,7.042,6.2232,86.8063,0.1513,0.3129,4.5988,0,8.801,1.2535,-3.1875,0.3043,2.5347,MATANUSKA
3114.5,8.1947,8.2386,8.3008,8.6068,8.7996,116.1877,113.6416,0.0625,0.0244,98.9997,58.3626,215.4867,6.48,0.0024,7.256,6.4118,86.8063,0.1513,0.3635,4.5504,0,8.2357,1.2501,-3,0.2986,2.5469,MATANUSKA
3114,8.3414,8.3413,8.4468,8.7945,9.0232,113.7071,110.8255,0.0554,0.0454,97.6709,59.3469,215.6428,6.5487,0.0094,6.2074,5.4874,86.8063,0.1514,0.4013,4.5785,0,8.5293,1.2566,-1.25,0.2894,2.5587,MATANUSKA
3113.5,8.3782,8.5649,8.5495,8.9393,9.15,111.8651,109.2895,0.0579,0.0465,97.8087,58.5009,215.1623,6.5716,0.0106,6.8107,6.0193,86.8063,0.1514,0.3608,4.623,0,8.1922,1.2594,-2.125,0.2903,2.5545,MATANUSKA
3113,8.4795,8.8335,8.7027,9.1072,9.3146,109.8034,107.3581,0.0732,0.0612,98.7063,61.597,215.3675,6.5258,0.0061,6.4111,5.667,86.8063,0.1514,0.3438,4.6964,0,8.3304,1.2542,-0.8125,0.2966,2.5291,MATANUSKA
3112.5,8.334,8.7948,8.6684,9.0992,9.259,109.8997,108.0024,0.0938,0.0971,98.9217,57.0782,215.4299,6.5945,-0.004,6.4932,5.7394,86.8063,0.1515,0.3732,4.8539,0,7.8727,1.2551,-1.8125,0.2981,2.4952,MATANUSKA
3112,8.0893,8.5421,8.7052,9.1317,9.3463,109.5086,106.9941,0.1069,0.1692,100.1525,56.0685,215.424,6.4571,-0.01,6.3356,5.6005,86.8063,0.1515,0.3597,5.0285,0,7.7815,1.2576,-2.125,0.3066,2.4737,MATANUSKA
3111.5,8.0352,8.5684,8.7532,9.1913,9.4209,108.798,106.1465,0.0997,0.1403,101.4385,52.1402,215.6806,6.3884,-0.0066,6.1324,5.4214,86.8063,0.1516,0.3462,5.0161,0,7.8478,1.2519,-1.1875,0.3155,2.4855,MATANUSKA
3111,8.1977,8.587,8.6833,9.2035,9.4852,108.654,105.4274,0.0846,0.0982,99.4288,53.819,215.3,6.3884,0.0015,6.6804,5.9045,86.8063,0.1516,0.3562,4.9683,0,8.1767,1.2611,-1.0625,0.3016,2.5104,MATANUSKA
3110.5,8.1542,8.5945,8.7448,9.2142,9.4595,108.5284,105.7142,0.077,0.0252,98.7726,53.7947,215.1903,6.4915,0.0076,6.3142,5.5816,86.8063,0.1517,0.3045,4.8305,0,8.0572,1.2563,-0.5625,0.297,2.523,MATANUSKA
3110,8.4351,8.4019,8.7652,9.1904,9.4693,108.8088,105.6048,0.0796,0.0308,98.9776,55.593,214.7464,6.7091,0.0077,5.9578,5.2674,86.8063,0.1517,0.3416,4.7963,0,7.86,1.264,-1.25,0.2985,2.5187,MATANUSKA
3109.5,8.3423,8.3748,8.508,8.9727,9.1704,111.4494,109.0467,0.0599,0.0553,99.0052,54.5346,214.921,6.6862,0.0158,6.4676,5.7168,86.8063,0.1518,0.3569,4.9723,0,7.8828,1.2624,-2.0625,0.2986,2.5512,MATANUSKA
3109,8.1661,8.3443,8.5744,9.1109,9.3385,109.7582,107.0839,0.0598,0.0506,100.2121,53.1389,214.9829,6.6174,0.0118,6.857,6.0601,86.8063,0.1518,0.3069,5.6964,0,8.5256,1.2572,-2.4375,0.307,2.5514,MATANUSKA
3108.5,8.221,8.4968,8.7878,9.3112,9.5698,107.3977,104.4954,0.0631,0.045,101.1731,51.3569,215.1636,6.5029,0.0085,7.5509,6.6718,86.8063,0.1519,0.3278,6.8789,0,8.6727,1.2601,-3,0.3137,2.5459,MATANUSKA
3108,8.3,8.4498,8.7382,9.149,9.4259,109.302,106.0906,0.0886,0.0095,102.332,52.8686,215.2251,6.4342,-0.0043,6.8746,6.0756,86.8063,0.152,0.3679,7.7412,0,8.5633,1.2536,-4.5,0.3218,2.5038,MATANUSKA
3107.5,7.8159,8.1124,8.208,8.6357,8.7806,115.7988,113.8878,0.0873,0.0113,103.9106,57.3426,215.1286,6.4113,-0.0017,6.3435,5.6075,86.8063,0.152,0.3521,7.8087,0,8.0313,1.2595,-3.625,0.3327,2.506,MATANUSKA
3107,7.4962,7.5561,7.8151,8.1368,8.2982,122.8988,120.5083,0.0776,0.0149,104.4147,57.1356,215.0185,6.5945,0.0026,6.5035,5.7485,86.8063,0.1521,0.3914,7.0491,0,8.2111,1.2591,-3.5625,0.3362,2.5219,MATANUSKA
3106.5,7.6719,7.5772,7.7192,8.0299,8.1646,124.5338,122.4803,0.0655,0.0199,103.7971,56.6628,214.947,6.5945,0.0049,7.3766,6.5182,86.8063,0.1521,0.398,6.2046,0,10.1861,1.2589,-2.875,0.3319,2.5419,MATANUSKA
3106,8.9401,9.0322,9.1793,9.7229,9.8079,102.8495,101.9582,0.0623,0.0202,96.1688,49.4615,215.2036,6.5029,0.0049,14.1336,12.4844,86.8063,0.1522,0.2938,5.8389,0,13.8114,1.258,-4.5,0.2789,2.5472,MATANUSKA
3105.5,10.3234,11.1278,11.2951,11.6062,11.3484,86.1608,88.1179,0.0652,0.0336,92.2209,49.0658,214.7918,6.3884,0.0035,12.4984,12.3005,86.8063,0.1522,0.2726,6.1133,0.0213,17.4461,1.2562,-3.4375,0.2515,2.5424,MATANUSKA
3105,12.189,12.5466,12.7436,12.8753,12.7309,77.6679,78.5488,0.0813,0.0765,89.1764,46.1799,214.9626,6.3655,-0.0014,11.0852,9.9756,86.8063,0.1522,0.3027,6.5844,0.0515,14.4469,1.2549,-3.5,0.2304,2.5158,MATANUSKA
3104.5,11.4706,11.0455,11.2077,11.6696,11.417,85.6928,87.5889,0.0903,0.1414,88.4118,46.0523,215.18,6.3197,-0.0053,9.6301,8.7807,86.8063,0.1523,0.3401,6.6919,0.0291,13.9127,1.2542,-3.5,0.2251,2.5009,MATANUSKA
3104,11.851,11.3513,11.6165,11.945,11.3658,83.7169,87.983,0.0946,0.1788,90.8759,43.343,215.3351,6.3884,-0.008,11.066,9.9299,86.8063,0.1523,0.3245,6.2794,0.013,13.7826,1.2514,-3.625,0.2422,2.4939,MATANUSKA
3103.5,12.6117,12.5321,12.6489,13.0159,12.1393,76.829,82.3771,0.0822,0.1616,89.9989,44.5739,215.0025,6.4113,-0.0063,11.3178,9.9956,86.8063,0.1524,0.3168,5.6798,0,15.0215,1.2521,-3.5,0.2361,2.5144,MATANUSKA
3103,13.8125,13.9988,14.2116,15.0163,14.295,66.5941,69.9544,0.0445,0.1638,86.2618,43.2525,215.2652,6.48,0.0049,15.1307,13.3667,86.8063,0.1524,0.3082,5.2683,0,21.4349,1.2485,-2.25,0.2102,2.5766,MATANUSKA
3102.5,16.6546,16.5818,16.5934,17.416,15.9637,57.4185,62.642,0.0147,0.1377,78.0821,37.6964,214.9847,6.4342,0.0078,83.151,73.8427,86.8063,0.1525,0.2183,5.2455,0,46.3928,1.2479,-2.8125,0.1533,2.6257,MATANUSKA
3102,20.799,22.9649,23.7361,24.0402,21.1855,41.597,47.202,0.0069,0.1264,71.4793,30.0401,214.8692,6.3197,0.0094,184.1677,168.5577,86.8063,0.1525,0.1808,5.4985,0.0179,126.8428,1.2443,-2.25,0.1075,2.6386,MATANUSKA
3101.5,34.0554,30.7966,29.5378,31.088,28.4748,32.1668,35.1187,0.0335,0.0968,67.0119,31.6131,214.7988,6.2509,-0.0023,22.7936,25.5303,86.8063,0.1525,0.1995,5.7412,0.0267,76.7873,1.2383,-2.875,0.0765,2.5948,MATANUSKA
3101,34.0576,37.6869,36.1583,35.0269,34.6347,28.5495,28.8728,0.0573,0.1334,64.7507,34.9138,214.8629,6.2509,-0.0035,33.6826,31.5574,86.8063,0.1526,0.2086,5.8111,0.0204,45.7065,1.2423,-2.0625,0.0608,2.5554,MATANUSKA
3100.5,35.6071,36.2341,39.2371,41.9346,39.0771,23.8467,25.5904,0.071,0.1736,66.796,40.5112,214.8996,6.3884,-0.0037,19.4641,17.2024,86.8063,0.1526,0.2437,5.6126,0,23.1919,1.2449,-1.75,0.075,2.5328,MATANUSKA
3100,25.3863,25.417,23.7414,23.9362,23.1251,41.7778,43.243,0.078,0.1482,72.7734,44.5151,215.1912,6.5487,-0.0007,10.2006,9.0088,86.8063,0.1526,0.3058,5.231,0,14.7267,1.2462,-2.25,0.1165,2.5213,MATANUSKA
3099.5,15.4541,15.263,14.8171,15.1291,14.9024,66.0978,67.1032,0.0797,0.0833,77.9259,52.3595,215.023,6.6633,0.0007,9.4391,8.3363,86.8063,0.1527,0.3281,4.813,0,11.8174,1.2522,-2.0625,0.1523,2.5185,MATANUSKA
3099,11.6769,12.0422,11.5614,11.7362,11.76,85.2067,85.0342,0.0827,0.0308,87.0457,58.9104,214.5576,6.6862,-0.0009,8.9209,7.8795,86.8063,0.1527,0.3496,4.6122,0,10.9536,1.2496,-2.5,0.2156,2.5136,MATANUSKA
3098.5,10.3059,10.6642,10.2087,10.3157,10.4181,96.9397,95.9865,0.0822,0.017,91.1203,57.4735,214.6916,6.6403,-0.0025,8.2534,7.2911,86.8063,0.1528,0.3268,4.7349,0,10.4651,1.2544,-2.5625,0.2439,2.5145,MATANUSKA
3098,10.0211,10.2734,9.8351,10.1616,10.2293,98.4097,97.7585,0.0858,0.0401,93.6569,56.0123,214.7808,6.5258,-0.0058,7.9276,7.0039,86.8063,0.1528,0.3359,5.0316,0,10.0293,1.2513,-1.4375,0.2615,2.5085,MATANUSKA
3097.5,9.901,10.0948,9.844,10.1611,10.2416,98.4145,97.6406,0.0879,0.0586,94.0832,52.5665,214.5549,6.4113,-0.0074,7.7216,6.8223,86.8063,0.1529,0.3375,5.1308,0,10.0949,1.2533,-1.875,0.2645,2.505,MATANUSKA
3097,9.6414,9.9254,9.6985,10.0341,10.099,99.6598,99.0194,0.0896,0.0754,93.5443,55.1854,215.26,6.4571,-0.0074,8.1814,7.2276,86.8063,0.1529,0.3207,5.0361,0,9.7105,1.2447,-1.25,0.2607,2.5021,MATANUSKA
3096.5,9.6591,9.7763,9.5993,9.9288,9.9882,100.7168,100.118,0.0822,0.0647,93.674,56.2326,215.3668,6.5487,-0.0021,7.7014,6.8045,86.8063,0.1529,0.3455,5.036,0,9.2828,1.2548,-2.875,0.2616,2.5143,MATANUSKA
3096,9.0583,9.105,9.0163,9.4255,9.3794,106.0954,106.6168,0.088,0.0443,95.3868,50.931,215.006,6.606,-0.0014,6.9658,6.156,86.8063,0.153,0.3398,5.3825,0,9.1692,1.2589,-1.5,0.2735,2.5048,MATANUSKA
3095.5,8.5082,8.4354,8.4293,8.8659,8.9458,112.7911,111.784,0.0971,0.0213,97.2182,48.5191,214.8719,6.6862,-0.0018,6.952,6.2622,86.8063,0.153,0.3397,5.8119,0,9.3319,1.2606,-1,0.2862,2.4897,MATANUSKA
3095,8.4818,8.5098,8.4344,8.7194,8.9573,114.6868,111.6408,0.1131,0.0152,97.3039,46.5263,215.155,6.6174,-0.0059,7.3638,6.5388,86.8063,0.1531,0.3443,5.8947,0.008,9.4469,1.2649,-2.75,0.2868,2.4634,MATANUSKA
3094.5,8.516,8.6669,8.646,8.9487,9.1503,111.7475,109.2863,0.1106,0.0062,97.3748,52.2195,214.6258,6.48,-0.0041,6.8619,6.0644,86.8063,0.1531,0.3796,5.5614,0,9.2955,1.2667,-3.5,0.2873,2.4674,MATANUSKA
3094,8.7656,8.7392,8.7734,9.0994,9.257,109.8978,108.0267,0.1038,0.0127,94.7603,50.3423,215.093,6.6403,-0.0026,7.3709,6.5131,86.8063,0.1532,0.3524,5.1694,0,9.308,1.261,-5.0625,0.2692,2.4787,MATANUSKA
3093.5,8.6932,8.8301,8.8515,9.1521,9.3189,109.2645,107.3083,0.092,0.0186,92.0148,48.4021,215.2783,6.8121,-0.0035,8.4126,7.4314,86.8063,0.1532,0.3596,4.8954,0,9.6176,1.262,-5,0.2501,2.4981,MATANUSKA
3093,9.1968,9.4479,9.468,9.8159,10.0299,101.8757,99.7015,0.0855,0.026,97.1477,46.728,215.3247,6.6862,-0.0022,7.3327,6.4794,86.8063,0.1533,0.3568,4.7489,0,9.2128,1.2665,-8,0.2857,2.509,MATANUSKA
